Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,latent_heat_of_vaporization,saturated_liquid_enthalpy
29,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.2399927756555713,1.9588959658891605,-0.4340424139073818,-1.9549384331973971,-0.9380602239359476,2.217933036900401,-2.7904395204413577
30,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.1949954031047467,1.6288486453417597,-0.4340424139073818,-1.9549384331973971,-0.8582674022791379,2.217933036900401,-2.7904395204413577
32,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.051136156155493,1.3354732492996253,-0.4340424139073818,-1.9549384331973971,-0.6207738071116257,2.217933036900401,-2.7904395204413577
33,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.051136156155493,1.4088170983101589,-0.4340424139073818,-1.9549384331973971,-0.6207738071116257,2.217933036900401,-2.7904395204413577
34,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.051136156155493,1.2621294002890917,-0.4340424139073818,-1.9549384331973971,-0.640250795075099,2.217933036900401,-2.7904395204413577
35,1,-1.9849769452543127,-0.7997927279622573,-1.7095612191261527,-1.051136156155493,1.5921767208364928,-0.4340424139073818,-1.9549384331973971,-0.5811915412503736,2.217933036900401,-2.7904395204413577
37,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-1.2399927756555713,1.7388644188575595,-0.46445120844073917,-1.928293133125249,-0.6603560729728778,2.217933036900401,-2.7904395204413577
38,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-1.1949954031047467,1.4088170983101589,-0.46445120844073917,-1.928293133125249,-0.4819217316300908,2.217933036900401,-2.7904395204413577
39,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-1.1410647286504496,1.225457475783825,-0.46445120844073917,-1.928293133125249,-0.3034873902873038,2.217933036900401,-2.7904395204413577
41,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-0.9702070581707011,0.7120505327100908,-0.46445120844073917,-1.928293133125249,0.21171035584327821,2.217933036900401,-2.7904395204413577
42,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-0.8892779601859091,0.675378608204824,-0.46445120844073917,-1.928293133125249,0.4887862168720425,2.217933036900401,-2.7904395204413577
43,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-0.8622795366554145,0.6387066836995572,-0.46445120844073917,-1.928293133125249,0.5283684827332945,2.217933036900401,-2.7904395204413577
45,1,-1.6629208004150657,-1.0508303864902921,-1.7095612191261527,-0.4125705015739382,0.27198743864688957,-0.46445120844073917,-1.928293133125249,1.6976160504759936,2.217933036900401,-2.7904395204413577
46,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-1.2399927756555713,1.9588959658891605,-0.443165052267389,-1.947022883803579,-0.7992081484544127,2.217933036900401,-2.7904395204413577
47,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-1.1949954031047467,1.5188328718259594,-0.4705329673474106,-1.923053262399764,-0.6999383388341298,2.217933036900401,-2.7904395204413577
49,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-1.0601356306656577,1.0054259287522247,-0.4705329673474106,-1.923053262399764,-0.40275719990758674,2.217933036900401,-2.7904395204413577
50,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-0.9612075836605362,0.8954101552364243,-0.4705329673474106,-1.923053262399764,-0.1652636047400745,2.217933036900401,-2.7904395204413577
51,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-0.8892779601859091,0.8587382307311575,-0.4705329673474106,-1.923053262399764,0.01317073660271245,2.217933036900401,-2.7904395204413577
53,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-0.7093546425893033,0.7120505327100908,-0.4705329673474106,-1.923053262399764,0.39014469718606515,2.217933036900401,-2.7904395204413577
54,1,-1.6629208004150657,-0.9343645722024319,-1.7095612191261527,-0.39463772516030066,0.6387066836995572,-0.4705329673474106,-1.923053262399764,1.0831484947251286,2.217933036900401,-2.7904395204413577
55,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-1.1949954031047467,2.1055836639102274,-0.4705329673474106,-1.923053262399764,-0.7395206046953818,2.217933036900401,-2.7904395204413577
56,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-1.1500642031606145,1.4454890228154258,-0.4705329673474106,-1.923053262399764,-0.6999383388341298,2.217933036900401,-2.7904395204413577
57,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-1.0601356306656577,1.1887855512785586,-0.4705329673474106,-1.923053262399764,-0.5416092753891216,2.217933036900401,-2.7904395204413577
58,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-0.9702070581707011,1.0054259287522247,-0.4705329673474106,-1.923053262399764,-0.3826519220098079,2.217933036900401,-2.7904395204413577
59,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-0.8802784856757443,1.0420978532574914,-0.4705329673474106,-1.923053262399764,-0.20484587060132653,2.217933036900401,-2.7904395204413577
60,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-0.7003551680791382,0.7120505327100908,-0.4705329673474106,-1.923053262399764,0.03327601450049126,2.217933036900401,-2.7904395204413577
61,1,-1.6629208004150657,-0.8174094057536984,-1.7095612191261527,-0.6014271210740166,0.49201898567849006,-0.4705329673474106,-1.923053262399764,0.11244054622299533,2.217933036900401,-2.7904395204413577
62,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.2256647223095385,-0.3220977383384318,-0.9053787291744212,0.7111523865739227,0.5101480746384325,0.23285505078270383,-0.07742369903737084
63,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.2733089991280586,-0.6998185607426795,-0.2120582138138729,0.17066529557068771,0.7872239356671967,0.23285505078270383,-0.07742369903737084
64,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.2733089991280586,-0.5201261306668723,-0.6104134222008546,0.4870642981010466,0.617585653404688,0.23285505078270383,-0.07742369903737084
65,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.3050718503404055,-0.24875388932789844,-1.2277119512280095,0.943267511051797,0.33359860309856226,0.23285505078270383,-0.07742369903737084
66,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.3527161271589256,-0.6741482135889928,-0.46445120844073917,0.372790521640998,0.6483718601856618,0.23285505078270383,-0.07742369903737084
67,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.9720917257996875,-0.7328232927974195,-0.5526367125874756,0.4420237071841105,0.8305759411342822,0.23285505078270383,-0.07742369903737084
68,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.9720917257996875,-0.6411434815342526,-0.6955580468942553,0.5527299120863818,0.7872239356671967,0.23285505078270383,-0.07742369903737084
69,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.9720917257996875,-0.47245262881002553,-0.9631554387878002,0.7538517586560676,0.7049179542731647,0.23285505078270383,-0.07742369903737084
70,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.9931939567848134,0.2805642576265167,-0.23670678168298823,1.465148774782926,0.23285505078270383,-0.07742369903737084
71,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.9785251869827066,0.1862969945731088,-0.15766277435598872,1.3771881839801436,0.23285505078270383,-0.07742369903737084
72,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.91985010777428,0.02208950409297894,-0.021091675659833053,1.2703788951481938,0.23285505078270383,-0.07742369903737084
73,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.8355046814121664,-0.25463052616057325,0.20511465842547316,1.0385399093894319,0.23285505078270383,-0.07742369903737084
74,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.8318374889616398,-0.3793065837473385,0.3051181486544132,0.9128819225283142,0.23285505078270383,-0.07742369903737084
75,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.5788012098752991,-0.8293567428410278,0.6544057014830299,0.7300495516453882,0.23285505078270383,-0.07742369903737084
76,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.4211119345026521,-1.1182402909079228,0.8662302627260469,0.585542866755103,0.23285505078270383,-0.07742369903737084
77,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.33309931569001183,-1.3098156964680743,0.9997912229203283,0.5038651752953766,0.23285505078270383,-0.07742369903737084
78,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.326908469782741,0.49342581936001834,-0.4168691453507331,2.415123155452975,0.23285505078270383,-0.07742369903737084
79,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.2022239264648338,0.3474636055999029,-0.29311900694033904,2.3950178775551962,0.23285505078270383,-0.07742369903737084
80,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.180220771761674,0.21366490965313045,-0.18051752964799825,2.20653089726352,0.23285505078270383,-0.07742369903737084
81,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1545504246079872,0.07682533425302222,-0.06635523979913038,2.012389307563093,0.23285505078270383,-0.07742369903737084
82,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.147216039706934,-0.0448098438804073,0.03409419687453207,1.8239023272714168,0.23285505078270383,-0.07742369903737084
83,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1215456925532472,-0.16948590146717257,0.13610444610472155,1.6410699563884905,0.23285505078270383,-0.07742369903737084
84,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1032097303006136,-0.2667940439739162,0.2149254802093602,1.5028461708412613,0.23285505078270383,-0.07742369903737084
85,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.0592034208942935,-0.4370832933607175,0.3510506324607935,1.2829446938343054,0.23285505078270383,-0.07742369903737084
86,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.0225314963890269,-0.5648002304008185,0.45150006913445595,1.1384380089440203,0.23285505078270383,-0.07742369903737084
87,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.9418532624774398,-0.6955580468942553,0.5527299120863818,1.0756090155134614,0.23285505078270383,-0.07742369903737084
88,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.8281702965111131,-0.8445611401077064,0.6657773358234443,1.050477418141238,0.23285505078270383,-0.07742369903737084
89,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.6888169833910993,-0.978359836054479,0.765000419774121,1.1133064115717968,0.23285505078270383,-0.07742369903737084
90,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.5934699796774058,-1.1334446881746016,0.877044464010559,1.0316287201120704,0.23285505078270383,-0.07742369903737084
91,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.5091245533152923,-1.3098156964680743,0.9997912229203283,0.9185365319370645,0.23285505078270383,-0.07742369903737084
92,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.8318374889616398,-0.8445611401077064,0.6657773358234443,1.0630432168273498,0.23285505078270383,-0.07742369903737084
93,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.692484175841626,-0.9935642333211576,0.7761490808921746,1.0756090155134614,0.23285505078270383,-0.07742369903737084
94,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.6118059419300392,-1.1334446881746016,0.877044464010559,0.9939313240537351,0.23285505078270383,-0.07742369903737084
95,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.534794900468979,-1.29157041974806,0.9874162090792887,0.8871220352217851,0.23285505078270383,-0.07742369903737084
96,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.14240530826262474,-0.7259668414276127,0.5760306138231136,-0.06787866492270839,0.23285505078270383,-0.07742369903737084
97,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.1314037309110447,-0.9053787291744212,0.7111523865739227,-0.14327345703937894,0.23285505078270383,-0.07742369903737084
98,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.07272865170261784,-1.1334446881746016,0.877044464010559,-0.2318623377764668,0.23285505078270383,-0.07742369903737084
99,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.3050718503404055,-0.06172707435103782,-1.3402244910014318,1.020416245988727,-0.2946913312070256,0.23285505078270383,-0.07742369903737084
100,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,-0.16074127051525813,-0.2667940439739162,0.2149254802093602,0.5101480746384325,0.23285505078270383,-0.07742369903737084
101,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,0.004282389758442199,-0.5222279180541182,0.4182770590026562,0.44731908120787367,0.23285505078270383,-0.07742369903737084
102,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,0.1069637783731892,-0.8293567428410278,0.6544057014830299,0.327943993689812,0.23285505078270383,-0.07742369903737084
103,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.6411434815342526,0.04945741917300058,-0.04372345772948172,0.8500529290977555,0.23285505078270383,-0.07742369903737084
104,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.534794900468979,-0.23942612889389453,0.19285113119561403,0.7112008536162205,0.23285505078270383,-0.07742369903737084
105,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.13873811581209808,-1.29157041974806,0.9874162090792887,0.2525492015731414,0.23285505078270383,-0.07742369903737084
106,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.7401576776984728,0.2927277754398596,-0.24696354991159733,0.9562339279953999,0.23285505078270383,-0.07742369903737084
107,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.3697712401952786,-0.6377813372808763,0.5082467542253484,0.5478454706967677,0.23285505078270383,-0.07742369903737084
108,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.23775231197631838,-0.9327466442544429,0.73144294980878,0.42218748383565013,0.23285505078270383,-0.07742369903737084
109,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-1.0151971114879734,0.48126230154667543,-0.40650089051094324,1.2703788951481938,0.23285505078270383,-0.07742369903737084
110,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.8465062587637464,0.02208950409297894,-0.021091675659833053,1.0127800220829029,0.23285505078270383,-0.07742369903737084
111,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.4487983197408906,-0.7218217154458395,-0.36714306593399554,0.2954188134817066,0.7488982496745559,0.23285505078270383,-0.07742369903737084
112,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.4487983197408906,-0.5861355947763525,-0.6529857345475549,0.5199528483993044,0.6295231621564942,0.23285505078270383,-0.07742369903737084
113,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.45411666655739213,-0.9935642333211576,0.7761490808921746,0.43475328252176193,0.23285505078270383,-0.07742369903737084
114,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.27809142893211164,-1.3402244910014318,1.020416245988727,0.28396369828842083,0.23285505078270383,-0.07742369903737084
115,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-1.066537805795347,0.17413347675976584,-0.14740600612737928,1.2640959958051379,0.23285505078270383,-0.07742369903737084
116,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.95285483982902,-0.14211798638715092,0.11380712386861451,1.0385399093894319,0.23285505078270383,-0.07742369903737084
117,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.8501734512142731,-0.4522876906273962,0.3630911864682914,0.7903653853387247,0.23285505078270383,-0.07742369903737084
118,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.7291561003468928,-0.7411712386942914,0.5876252213858892,0.6232402628134383,0.23285505078270383,-0.07742369903737084
119,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.798189683076705,-0.5421292853700325,-1.1334446881746016,0.877044464010559,0.42218748383565013,0.23285505078270383,-0.07742369903737084
120,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.3189680977458071,-1.1985567340143073,-0.032646326067064343,0.02406040186828384,1.3017933918634732,0.23285505078270383,-0.07742369903737084
121,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.3130125631434921,-1.0298658812900803,-0.49486000297409655,0.39676014304481316,0.8814674258130348,0.23285505078270383,-0.07742369903737084
122,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.325585358415046,-0.7768296022037396,-1.0270139073078508,0.8005646487407118,0.5101480746384325,0.23285505078270383,-0.07742369903737084
123,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.325585358415046,-0.6118059419300392,-1.3250200937347532,1.0101594777601182,0.3593584904050914,0.23285505078270383,-0.07742369903737084
125,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9667979172642964,-1.2902365452774742,-0.0448098438804073,0.03409419687453207,1.6536357550746024,0.23285505078270383,-0.07742369903737084
126,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9800324386027741,-1.1435488472564073,-0.46445120844073917,0.372790521640998,1.1887012036884674,0.23285505078270383,-0.07742369903737084
127,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9542251219927425,-1.0335330737406068,-0.7837435510409917,0.6199563386282445,0.7803127463898353,0.23285505078270383,-0.07742369903737084
129,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9859879732050891,-0.817168719159533,-1.3098156964680743,0.9997912229203283,0.28396369828842083,0.23285505078270383,-0.07742369903737084
130,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,-0.24875388932789844,0.9373942195470362,-0.7983763288105247,0.7237666523023323,0.23285505078270383,-0.07742369903737084
131,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,-0.0470583045489311,0.532957252253383,-0.4505381019272545,0.63580606149955,0.23285505078270383,-0.07742369903737084
133,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6794446243643434,0.26832024619636285,-0.09954567404045059,0.07902330118028779,0.48501647726620895,0.23285505078270383,-0.07742369903737084
134,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,0.3930047895142699,-0.46445120844073917,0.372790521640998,0.4033387858064825,0.23285505078270383,-0.07742369903737084
135,2,-0.4552102572678891,-0.9050034425500302,-0.32851446713430654,-0.2718213671392266,-0.7768296022037396,0.5481616495200616,-0.4634705488241966,1.0385399093894319,0.23285505078270383,-0.07742369903737084
137,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.2625572022022921,-0.3917743948984387,-0.30936635632061654,0.24915186984178445,0.7488982496745559,0.23285505078270383,-0.07742369903737084
138,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.26586583253691154,-0.3037617760857984,-0.6104134222008546,0.4870642981010466,0.6169573634703824,0.23285505078270383,-0.07742369903737084
139,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.28373243634385664,-0.09106461395525124,-1.0726270991078868,0.83356468565015,0.4096216851495384,0.23285505078270383,-0.07742369903737084
141,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.13315498581819465,-1.1435488472564073,0.6515515509334767,-0.5518794314903611,1.5468264662426525,0.23285505078270383,-0.07742369903737084
142,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.1364636161528141,-0.98585957188376,0.06466181643967928,-0.05632144479288215,1.0881748141995733,0.23285505078270383,-0.07742369903737084
143,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.12587599908203184,-0.7878311795553197,-0.3793065837473385,0.3051181486544132,0.8305759411342822,0.23285505078270383,-0.07742369903737084
145,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.43159344200086946,-1.088540960498507,0.02208950409297894,-0.021091675659833053,1.289855883111667,0.23285505078270383,-0.07742369903737084
146,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.4421810590716517,-0.9051813379721733,-0.5222279180541182,0.4182770590026562,0.8557075385065058,0.23285505078270383,-0.07742369903737084
147,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7869403399389989,-1.407586703694328,0.532957252253383,-0.4505381019272545,1.9991952189426756,0.23285505078270383,-0.07742369903737084
149,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7869403399389989,-1.125212885003774,-0.2941619590539378,0.23699982922310606,1.201267002374579,0.23285505078270383,-0.07742369903737084
150,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7909106963405422,-0.9161829153237533,-0.7989479483076704,0.6314394595798396,0.7558094389519173,0.23285505078270383,-0.07742369903737084
151,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,0.8110647288743107,0.4417308686533108,-0.37294342054560226,0.026364825223129794,0.23285505078270383,-0.07742369903737084
153,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,0.9760883891480112,-0.36714306593399554,0.2954188134817066,-0.13761884763062865,0.23285505078270383,-0.07742369903737084
154,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,1.0274290834553848,-0.9327466442544429,0.73144294980878,-0.2632768344917462,0.23285505078270383,-0.07742369903737084
155,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6529755816873878,1.0164275061038046,-1.2763660224813813,0.9769364676283184,-0.33867162660841676,0.23285505078270383,-0.07742369903737084
157,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.26718928467075936,-0.032389534746824586,0.42652647138663213,-0.3600109736486602,0.29652949697453257,0.23285505078270383,-0.07742369903737084
158,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.26718928467075936,0.15463728023003603,-0.09954567404045059,0.07902330118028779,0.170871510113415,0.23285505078270383,-0.07742369903737084
159,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.27446827140692215,0.2793218235479429,-0.5222279180541182,0.4182770590026562,0.04521352325229743,0.23285505078270383,-0.07742369903737084
