Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF Result
-,-,m,m,kPa,kg/m^2/s,-,kJ/kg,C,kW/m^2,kW/m^2
70,2,0.00384,0.799,7840,5013,0.085,564,175.2,4140
71,2,0.00384,0.799,7840,5013,0.089,533,182.29,4000
72,2,0.00384,0.799,7840,5013,0.105,479,194.54,3830
73,2,0.00384,0.799,7840,5013,0.128,388,214.83,3461
74,2,0.00384,0.799,7840,5013,0.129,347,223.8,3261
75,2,0.00384,0.799,7840,5013,0.198,199,255.13,2970
76,2,0.00384,0.799,7840,5013,0.241,104,274.13,2740
77,2,0.00384,0.799,7840,5013,0.265,41,286.11,2610
78,2,0.00384,0.799,7840,7460,-0.006,634,159.04,5652
79,2,0.00384,0.799,7840,7460,0.028,586,170.14,5620
80,2,0.00384,0.799,7840,7460,0.034,542,180.24,5320
81,2,0.00384,0.799,7840,7460,0.041,497,190.48,5011
82,2,0.00384,0.799,7840,7460,0.043,457,199.49,4711
83,2,0.00384,0.799,7840,7460,0.05,416,208.64,4420
84,2,0.00384,0.799,7840,7460,0.055,384,215.71,4200
85,2,0.00384,0.799,7840,7460,0.067,328,227.92,3850
86,2,0.00384,0.799,7840,7460,0.077,286,236.93,3620
87,2,0.00384,0.799,7840,7460,0.099,243,246.01,3520
88,2,0.00384,0.799,7840,7460,0.13,194,256.15,3480
89,2,0.00384,0.799,7840,7460,0.168,150,265.05,3580
90,2,0.00384,0.799,7840,7460,0.194,99,275.1,3450
91,2,0.00384,0.799,7840,7460,0.217,41,286.11,3270
92,2,0.00384,0.799,7840,7460,0.129,194,256.15,3500
93,2,0.00384,0.799,7840,7460,0.167,145,266.05,3520
94,2,0.00384,0.799,7840,7460,0.189,99,275.1,3390
95,2,0.00384,0.799,7840,7460,0.21,47,285,3220
96,2,0.00384,1.549,7840,3958,0.317,233,248.1,1700
97,2,0.00384,1.549,7840,3958,0.32,174,260.22,1580
98,2,0.00384,1.549,7840,3958,0.336,99,275.1,1439
99,2,0.00384,1.549,7840,3982,0.339,31,287.96,1339
100,2,0.00607,0.792,7840,1604,0.312,384,215.71,2620
101,2,0.00607,0.792,7840,1604,0.357,300,233.95,2520
102,2,0.00607,0.792,7840,1604,0.385,199,255.13,2330
103,2,0.00607,0.792,7840,2199,0.181,488,192.51,3161
104,2,0.00607,0.792,7840,2199,0.21,393,213.73,2940
105,2,0.00607,0.792,7840,2199,0.318,47,285,2210
106,2,0.00607,0.792,7840,2208,0.154,568,174.28,3330
107,2,0.00607,0.792,7840,2208,0.255,262,242.02,2680
108,2,0.00607,0.792,7840,2208,0.291,165,262.04,2480
109,2,0.00607,0.792,7840,2698,0.079,630,159.97,3830
110,2,0.00607,0.792,7840,2698,0.125,479,194.54,3420
111,2,0.00607,0.792,7840,2688,0.159,351,222.93,3000
112,2,0.00607,0.792,7840,2688,0.196,257,243.07,2810
113,2,0.00607,0.792,7840,2698,0.232,145,266.05,2500
114,2,0.00607,0.792,7840,2698,0.28,31,287.96,2260
115,2,0.00607,0.792,7840,3207,0.065,529,183.21,3820
116,2,0.00607,0.792,7840,3207,0.096,425,206.64,3461
117,2,0.00607,0.792,7840,3207,0.124,323,229,3066
118,2,0.00607,0.792,7840,3207,0.157,228,249.14,2800
119,2,0.00607,0.792,7840,3216,0.208,99,275.1,2480
120,2,0.00607,0.792,7840,4003,0.029,461,198.59,3880
121,2,0.00607,0.792,7840,3994,0.075,309,232.02,3211
122,2,0.00607,0.792,7840,4013,0.144,134,268.24,2620
123,2,0.00607,0.792,7840,4013,0.189,36,287.04,2380
124,2,0.00607,0.792,7840,4982,-0.024,551,178.18,4890
125,2,0.00607,0.792,7840,4982,0.004,457,199.49,4440
126,2,0.00607,0.792,7840,5002,0.044,319,229.87,3700
127,2,0.00607,0.792,7840,4963,0.074,214,252.04,3050
128,2,0.00607,0.792,7840,5011,0.109,109,273.15,2580
129,2,0.00607,0.792,7840,5011,0.133,41,286.11,2260
130,2,0.0078,0.789,7840,995,0.288,780,124.82,2960
131,2,0.0078,0.789,7840,995,0.343,647,156.02,2820
132,2,0.0078,0.789,7840,995,0.387,515,186.39,2660
133,2,0.0078,0.789,7840,983,0.429,439,203.52,2580
134,2,0.0078,0.789,7840,995,0.463,319,229.87,2450
135,2,0.0078,0.776,7840,1599,0.144,652,154.86,3461
136,2,0.0078,0.776,7840,1605,0.206,502,189.34,3250
137,2,0.00807,0.778,7840,1613,0.249,370,218.78,3000
138,2,0.00807,0.778,7840,1608,0.273,271,240.12,2790
139,2,0.00807,0.778,7840,1581,0.331,119,271.2,2460
140,2,0.00807,0.778,7840,2205,0.018,784,123.88,4600
141,2,0.00807,0.778,7840,2211,0.044,686,146.93,4270
142,2,0.00807,0.778,7840,2216,0.087,493,191.38,3540
143,2,0.00807,0.778,7840,2200,0.141,347,223.8,3130
144,2,0.00807,0.778,7840,2705,0.007,634,159.04,4520
145,2,0.00807,0.778,7840,2662,0.059,479,194.54,3861
146,2,0.00807,0.778,7840,2678,0.109,300,233.95,3170
147,2,0.00807,0.778,7840,3199,-0.028,647,156.02,4990
148,2,0.00807,0.778,7840,3210,-0.004,502,189.34,4140
149,2,0.00807,0.778,7840,3199,0.049,375,217.69,3720
150,2,0.00807,0.778,7840,3205,0.106,209,253.07,3011
151,2,0.00802,1.57,7840,1001,0.577,617,162.98,1850
152,2,0.00802,1.57,7840,1007,0.601,502,189.34,1750
153,2,0.00802,1.57,7840,1001,0.622,351,222.93,1589
154,2,0.00802,1.57,7840,1001,0.636,165,262.04,1389
155,2,0.00802,1.57,7840,1023,0.633,52,284.06,1269
156,2,0.00802,1.57,7840,1595,0.334,695,144.82,2389
157,2,0.00802,1.57,7840,1606,0.347,612,164.14,2280
158,2,0.00802,1.57,7840,1606,0.398,439,203.52,2080
159,2,0.00802,1.57,7840,1595,0.432,300,233.95,1880
160,2,0.00802,1.57,7840,1612,0.434,150,265.05,1600
161,2,0.00802,1.57,7840,1606,0.46,47,285,1470
162,2,0.00802,1.57,7840,2206,0.247,524,184.35,2480
163,2,0.00802,1.57,7840,2206,0.267,434,204.63,2320
164,2,0.00802,1.57,7840,2206,0.306,305,232.87,2100
165,2,0.00802,1.57,7840,2206,0.334,199,255.13,1910
166,2,0.00802,1.57,7840,2195,0.355,109,273.15,1750
167,2,0.00802,1.57,7840,2706,0.136,612,164.14,2810
168,2,0.00802,1.57,7840,2717,0.178,479,194.54,2560
169,2,0.00802,1.57,7840,2706,0.215,342,224.89,2260
170,2,0.00802,1.57,7840,2706,0.251,243,246.01,2110
171,2,0.00802,1.57,7840,2728,0.28,145,266.05,1920
172,2,0.00802,1.595,7840,2706,0.132,634,159.04,2820
173,2,0.00802,1.595,7840,2689,0.157,546,179.32,2630
174,2,0.00802,1.595,7840,2706,0.185,452,200.61,2539
175,2,0.00802,1.595,7840,2706,0.214,314,230.94,2139
176,2,0.00802,1.595,7840,2695,0.276,174,260.22,1960
177,2,0.00802,1.595,7840,2695,0.32,20,289.98,1650
178,2,0.00384,0.799,9800,3982,0.112,489,212.2,3070
179,2,0.00384,0.799,9800,4054,0.118,439,223.2,2920
180,2,0.00384,0.799,9800,3910,0.141,387,234.46,2710
181,2,0.00384,0.799,9800,3958,0.159,335,245.52,2600
182,2,0.00384,0.799,9800,3982,0.16,296,253.65,2450
183,2,0.00384,0.799,9800,3886,0.198,226,267.89,2310
184,2,0.00384,0.799,9800,4006,0.208,175,277.93,2189
185,2,0.00384,0.799,9800,3910,0.238,106,290.97,2010
186,2,0.00384,0.799,9800,3982,0.261,51,300.85,1920
187,2,0.00384,0.799,9800,5013,0.033,620,182.7,4000
188,2,0.00384,0.799,9800,5013,0.055,553,197.9,3770
189,2,0.00384,0.799,9800,5013,0.066,503,209.09,3561
190,2,0.00384,0.799,9800,5013,0.081,457,219.26,3400
191,2,0.00384,0.799,9800,5013,0.088,406,230.37,3150
192,2,0.00384,0.799,9800,4990,0.107,363,239.59,3050
193,2,0.00384,0.799,9800,5013,0.117,315,249.71,2850
194,2,0.00384,0.799,9800,5013,0.129,271,258.8,2710
195,2,0.00384,0.799,9800,4990,0.16,206,271.87,2550
196,2,0.00384,0.799,9800,5013,0.196,149,282.92,2489
197,2,0.00384,0.799,9800,4990,0.216,106,290.97,2376
198,2,0.00384,0.799,9800,4990,0.246,51,300.85,2289
199,2,0.00384,0.799,9800,7460,-0.003,526,203.96,4681
200,2,0.00384,0.799,9800,7460,0.013,480,214.19,4450
201,2,0.00384,0.799,9800,7532,0.03,387,234.46,3890
202,2,0.00384,0.799,9800,7484,0.047,335,245.52,3590
203,2,0.00384,0.799,9800,7460,0.052,291,254.69,3250
204,2,0.00384,0.799,9800,7532,0.064,236,265.89,2960
205,2,0.00384,0.799,9800,7556,0.082,185,275.98,2720
206,2,0.00384,0.799,9800,7460,0.104,138,285,2520
207,2,0.00384,1.549,9800,3982,0.218,530,203.07,2020
208,2,0.00384,1.549,9800,3958,0.224,471,216.18,1889
209,2,0.00384,1.549,9800,3934,0.234,429,225.38,1810
210,2,0.00384,1.549,9800,4006,0.243,373,237.46,1730
211,2,0.00384,1.549,9800,3982,0.259,315,249.71,1630
212,2,0.00384,1.549,9800,3982,0.269,261,260.84,1530
213,2,0.00384,1.549,9800,3958,0.289,206,271.87,1450
214,2,0.00384,1.549,9800,3958,0.306,154,281.97,1380
215,2,0.00384,1.549,9800,4006,0.292,165,279.86,1389
216,2,0.00384,1.549,9800,3934,0.339,79,295.88,1300
217,2,0.0051,2.6,9800,1986,0.382,687,167.3,1139
218,2,0.0051,2.6,9800,1986,0.391,673,170.53,1139
219,2,0.0051,2.6,9800,2503,0.392,443,222.33,1174
220,2,0.0051,2.6,9800,2992,0.337,359,240.44,1163
221,2,0.0051,2.6,9800,3441,0.301,281,256.75,1163
222,2,0.0051,2.6,9800,3998,0.289,206,271.87,1174
223,2,0.0051,2.6,9800,4746,0.317,84,294.98,1186
224,2,0.0051,2.6,9800,5304,0.131,521,205.08,1779
225,2,0.0051,2.6,9800,5304,0.124,535,201.95,1791
226,2,0.00607,0.792,9800,1604,0.237,503,209.09,2489
227,2,0.00607,0.792,9800,1613,0.27,387,234.46,2310
228,2,0.00607,0.792,9800,1584,0.304,291,254.69,2110
229,2,0.00607,0.792,9800,1594,0.344,165,279.86,1900
230,2,0.00607,0.792,9800,1594,0.385,51,300.85,1710
231,2,0.00607,0.792,9800,2208,0.095,629,180.64,3170
232,2,0.00607,0.792,9800,2199,0.12,526,203.96,2870
233,2,0.00607,0.792,9800,2208,0.171,373,237.46,2539
234,2,0.00607,0.792,9800,2208,0.22,216,269.88,2170
235,2,0.00607,0.792,9800,2199,0.285,57,299.79,1820
236,2,0.00607,0.792,9800,2707,0.011,791,143.07,4130
237,2,0.00607,0.792,9800,2707,0.044,682,168.46,3811
238,2,0.00607,0.792,9800,2698,0.068,549,198.8,3280
239,2,0.00607,0.792,9800,2707,0.103,411,229.29,2820
240,2,0.00607,0.792,9800,2707,0.143,266,259.82,2360
241,2,0.00607,0.792,9800,2659,0.213,112,289.86,2010
242,2,0.00607,0.792,9800,2707,0.226,45,301.89,1800
243,2,0.00607,0.792,9800,3197,0.007,665,172.38,4090
244,2,0.00607,0.792,9800,3207,0.035,544,199.93,3590
245,2,0.00607,0.792,9800,3197,0.067,411,229.29,3040
246,2,0.00607,0.792,9800,3207,0.096,315,249.71,2710
247,2,0.00607,0.792,9800,3207,0.13,216,269.88,2380
248,2,0.00607,0.792,9800,3197,0.193,57,299.79,1920
249,2,0.00607,0.792,9800,4003,0.011,480,214.19,3761
250,2,0.00607,0.792,9800,4023,0.056,325,247.62,3030
251,2,0.00607,0.792,9800,4023,0.099,159,281.01,2239
252,2,0.00607,0.792,9800,4003,0.139,68,297.85,1930
253,2,0.00607,0.792,9800,5002,0.02,373,237.46,3811
254,2,0.00607,0.792,9800,5002,0.041,266,259.82,3090
255,2,0.00607,0.792,9800,5002,0.066,165,279.86,2460
256,2,0.00607,0.792,9800,5011,0.111,57,299.79,1970
257,2,0.0074,3.8,9800,1260,0.603,330,246.57,697
258,2,0.0074,3.8,9800,1486,0.507,291,254.69,697
259,2,0.0074,3.8,9800,2003,0.391,211,270.88,709
260,2,0.0074,3.8,9800,2519,0.331,133,285.95,709
261,2,0.0074,3.8,9800,3049,0.333,28,304.82,709
262,2,0.0074,3.8,9800,1486,0.5,965,101.89,1174
263,2,0.0074,3.8,9800,1983,0.388,709,162.21,1174
264,2,0.0074,3.8,9800,2003,0.397,691,166.38,1174
265,2,0.0074,3.8,9800,2519,0.302,540,200.83,1151
266,2,0.0074,3.8,9800,2558,0.305,540,200.83,1174
267,2,0.0074,3.8,9800,3004,0.269,453,220.14,1174
268,2,0.0074,3.8,9800,3475,0.267,335,245.52,1163
269,2,0.0074,3.8,9800,3940,0.265,256,261.85,1163
270,2,0.0074,3.8,9800,4496,0.287,154,281.97,1163
271,2,0.0074,3.8,9800,5529,0.266,90,293.89,1174
272,2,0.0074,3.8,9800,5878,0.284,34,303.79,1174
273,2,0.0074,3.8,9800,5943,0.287,28,304.82,1174
274,2,0.0104,3.8,9800,668,0.779,611,184.76,755
275,2,0.0104,3.8,9800,668,0.766,594,188.63,732
276,2,0.0104,3.8,9800,896,0.564,485,213.09,755
277,2,0.0104,3.8,9800,896,0.568,466,217.28,755
278,2,0.0104,3.8,9800,1112,0.444,387,234.46,767
279,2,0.0104,3.8,9800,1325,0.394,315,249.71,767
280,2,0.0104,3.8,9800,1662,0.347,191,274.81,744
281,2,0.0104,3.8,9800,1685,0.298,897,118.06,1477
282,2,0.0104,3.8,9800,1688,0.318,553,197.9,1128
283,2,0.0104,3.8,9800,1688,0.329,530,203.07,1104
284,2,0.0104,3.8,9800,2002,0.312,128,286.88,755
285,2,0.0104,3.8,9800,2015,0.328,112,289.86,767
286,2,0.0104,3.8,9800,2240,0.223,682,168.46,1500
287,2,0.0104,3.8,9800,2240,0.285,354,241.5,1104
288,2,0.0104,3.8,9800,2420,0.299,57,299.79,755
289,2,0.0104,3.8,9800,2747,0.25,261,260.84,1081
290,2,0.0104,3.8,9800,2806,0.159,558,196.78,1477
291,2,0.0104,3.8,9800,3303,0.121,489,212.2,1477
292,2,0.0104,3.8,9800,3336,0.122,480,214.19,1477
293,2,0.0104,3.8,9800,3369,0.245,154,281.97,1104
294,2,0.0051,2.6,11760,1999,0.305,863,145.2,1174
295,2,0.0051,2.6,11760,2489,0.271,647,195.07,1151
296,2,0.0051,2.6,11760,3998,0.185,376,254.14,1174
297,2,0.0051,2.6,11760,2992,0.178,1025,106.86,1756
298,2,0.0051,2.6,11760,3414,0.136,906,135.08,1732
299,2,0.0051,2.6,11760,3441,0.157,884,140.26,1744
300,2,0.0051,2.6,11760,3917,0.12,798,160.39,1744
301,2,0.0077,2.6,11760,1021,0.5,361,257.24,732
302,2,0.0077,2.6,11760,1021,0.517,341,261.35,732
303,2,0.0077,2.6,11760,1253,0.42,270,275.6,721
304,2,0.0077,2.6,11760,1253,0.445,244,280.67,721
305,2,0.0077,2.6,11760,1498,0.324,634,198.01,1128
306,2,0.0077,2.6,11760,1498,0.38,202,288.69,744
307,2,0.0077,2.6,11760,1736,0.235,897,137.2,1511
308,2,0.0077,2.6,11760,1760,0.353,142,299.7,744
309,2,0.0077,2.6,11760,1963,0.238,472,233.8,1104
310,2,0.0077,2.6,11760,1999,0.338,90,308.76,744
311,2,0.0077,2.6,11760,2017,0.175,1062,98.04,1895
312,2,0.0077,2.6,11760,2017,0.19,789,162.48,1511
313,2,0.0077,2.6,11760,2261,0.305,72,311.77,732
314,2,0.0077,2.6,11760,2285,0.142,719,178.65,1511
315,2,0.0077,2.6,11760,2422,0.162,638,197.1,1488
316,2,0.0077,2.6,11760,2494,0.117,914,133.19,1930
317,2,0.0077,2.6,11760,2506,0.184,381,253.1,1116
318,2,0.0077,2.6,11760,2721,0.179,341,261.35,1116
319,2,0.0077,2.6,11760,2750,0.183,326,264.41,1116
320,2,0.0077,2.6,11760,2756,0.108,807,158.29,1907
321,2,0.0077,2.6,11760,2756,0.139,579,210.34,1488
322,2,0.0077,2.6,11760,2971,0.1,745,172.66,1907
323,2,0.0077,2.6,11760,2971,0.124,542,218.54,1488
324,2,0.0077,2.6,11760,2971,0.183,291,271.44,1116
325,2,0.0077,2.6,11760,3252,0.095,692,184.83,1930
326,2,0.0077,2.6,11760,3252,0.174,260,277.56,1116
327,2,0.0077,2.6,11760,3281,0.112,486,230.78,1500
328,2,0.0077,2.6,11760,3442,0.11,458,236.81,1500
329,2,0.0077,2.6,11760,3777,0.092,584,209.22,1930
330,2,0.0077,2.6,11760,5727,0.197,113,304.81,1535
331,2,0.0077,2.6,11760,5984,0.216,67,312.6,1500
332,2,0.0104,3.8,11760,609,0.786,767,167.58,709
333,2,0.0104,3.8,11760,805,0.567,625,200.04,709
334,2,0.0104,3.8,11760,1014,0.464,477,232.72,721
335,2,0.0104,3.8,11760,1214,0.331,897,137.2,1069
336,2,0.0104,3.8,11760,1397,0.215,1201,64.73,1383
337,2,0.0104,3.8,11760,1501,0.26,745,172.66,1081
338,2,0.0104,3.8,11760,1515,0.326,301,269.44,721
339,2,0.0104,3.8,11760,1515,0.334,281,273.43,709
340,2,0.0104,3.8,11760,1940,0.304,169,294.81,709
341,2,0.0104,3.8,11760,1995,0.159,863,145.2,1418
342,2,0.0104,3.8,11760,1995,0.19,556,215.44,1069
343,2,0.0104,3.8,11760,1995,0.302,136,300.77,686
344,2,0.0104,3.8,11760,2384,0.314,61,313.59,709
345,2,0.0104,3.8,11760,2453,0.124,692,184.83,1395
346,2,0.00384,0.799,14710,3958,-0.082,701,208.99,2950
347,2,0.00384,0.799,14710,4006,0.106,357,281.71,2280
348,2,0.00384,0.799,14710,4006,0.111,309,290.94,2080
349,2,0.00384,0.799,14710,4006,0.134,254,301.14,1939
350,2,0.00384,0.799,14710,4006,0.164,203,310.17,1839
351,2,0.00384,0.799,14710,4006,0.187,137,321.16,1639
352,2,0.00384,0.799,14710,4006,0.213,80,329.88,1480
353,2,0.00384,0.799,14710,4990,0.123,254,301.14,2339
354,2,0.00384,0.799,14710,4942,0.149,203,310.17,2189
355,2,0.00384,0.799,14710,4942,0.184,137,321.16,2000
356,2,0.00384,0.799,14710,4942,0.206,86,329,1820
357,2,0.00384,1.549,14710,3982,0.185,537,244.85,1800
358,2,0.00384,1.549,14710,3982,0.197,479,257.06,1700
359,2,0.00384,1.549,14710,3982,0.231,403,272.6,1589
360,2,0.00384,1.549,14710,3958,0.255,352,282.68,1520
361,2,0.00384,1.549,14710,4006,0.261,287,295.07,1400
362,2,0.00384,1.549,14710,4006,0.258,220,307.21,1230
363,2,0.00384,1.549,14710,4006,0.272,167,316.27,1130
364,2,0.00384,1.549,14710,3982,0.294,106,326,1019
365,2,0.00384,1.549,14710,3982,0.316,47,334.54,919
366,2,0.0051,2.6,14710,2027,0.289,378,277.58,662
367,2,0.0051,2.6,14710,2258,0.302,287,295.07,662
368,2,0.0051,2.6,14710,2503,0.277,678,214.12,1163
369,2,0.0051,2.6,14710,2965,0.296,185,313.25,709
370,2,0.0051,2.6,14710,2992,0.227,575,236.71,1163
371,2,0.0051,2.6,14710,3495,0.216,464,260.17,1163
372,2,0.0051,2.6,14710,3522,0.316,73,330.89,686
373,2,0.00607,0.792,14710,1604,0.026,687,212.11,2200
374,2,0.00607,0.792,14710,1604,0.096,508,251,1860
375,2,0.00607,0.792,14710,1604,0.155,362,280.73,1610
376,2,0.00607,0.792,14710,1604,0.178,254,301.14,1370
377,2,0.00607,0.792,14710,1604,0.213,137,321.16,1119
378,2,0.00607,0.792,14710,2208,-0.015,566,238.65,2450
379,2,0.00607,0.792,14710,2208,0.095,362,280.73,1960
380,2,0.00607,0.792,14710,2199,0.166,143,320.2,1360
381,2,0.00607,0.792,14710,2199,0.21,73,330.89,1250
382,2,0.00607,0.792,14710,2707,-0.057,678,214.12,3200
383,2,0.00607,0.792,14710,2707,-0.002,542,243.79,2800
384,2,0.00607,0.792,14710,2717,0.038,444,264.29,2520
385,2,0.00607,0.792,14710,2698,0.118,197,311.21,1689
386,2,0.00607,0.792,14710,2717,0.181,73,330.89,1380
387,2,0.00607,0.792,14710,3207,-0.07,603,230.64,3261
388,2,0.00607,0.792,14710,3187,0.013,424,268.36,2660
389,2,0.00607,0.792,14710,3187,0.081,214,308.26,1870
390,2,0.00607,0.792,14710,3187,0.156,67,331.75,1420
391,2,0.00607,0.792,14710,4013,-0.04,464,260.17,3261
392,2,0.00607,0.792,14710,4013,0.035,309,290.94,2700
393,2,0.00607,0.792,14710,4013,0.102,137,321.16,1930
394,2,0.00607,0.792,14710,4013,0.147,67,331.75,1739
395,2,0.00607,0.792,14710,4954,-0.007,362,280.73,3411
396,2,0.00607,0.792,14710,4963,0.051,248,302.22,2940
397,2,0.00607,0.792,14710,4992,0.138,67,331.75,2060
398,2,0.0077,2.6,14710,1032,0.471,488,255.19,744
399,2,0.0077,2.6,14710,1235,0.381,424,268.36,755
400,2,0.0077,2.6,14710,1271,0.34,858,173.23,1128
401,2,0.0077,2.6,14710,1295,0.399,155,318.25,558
402,2,0.0077,2.6,14710,1426,0.321,388,275.6,755
403,2,0.0077,2.6,14710,1474,0.266,710,206.97,1104
404,2,0.0077,2.6,14710,1486,0.348,137,321.16,558
405,2,0.0077,2.6,14710,1522,0.224,1103,115.66,1488
406,2,0.0077,2.6,14710,1742,0.229,617,227.58,1093
407,2,0.0077,2.6,14710,1748,0.175,980,144.77,1442
408,2,0.0077,2.6,14710,2017,0.223,293,293.95,779
409,2,0.0077,2.6,14710,2255,0.09,1061,125.64,1918
410,2,0.0077,2.6,14710,2261,0.116,773,192.73,1488
411,2,0.0077,2.6,14710,2440,0.212,185,313.25,755
412,2,0.0077,2.6,14710,2458,0.086,923,158.13,1884
413,2,0.0077,2.6,14710,2470,0.17,439,265.31,1128
414,2,0.0077,2.6,14710,2500,0.131,682,213.23,1500
415,2,0.0077,2.6,14710,2750,0.117,613,228.46,1488
416,2,0.0077,2.6,14710,2750,0.09,836,178.31,1884
417,2,0.0077,2.6,14710,2798,0.25,99,327.06,767
418,2,0.0077,2.6,14710,3001,0.265,60,332.74,767
419,2,0.0077,2.6,14710,3001,0.132,537,244.85,1488
420,2,0.0077,2.6,14710,3156,0.201,254,301.14,1093
421,2,0.0077,2.6,14710,3252,0.132,493,254.14,1511
422,2,0.0077,2.6,14710,3472,0.148,439,265.31,1523
423,2,0.0077,2.6,14710,3520,0.219,191,312.23,1116
424,2,0.0077,2.6,14710,3532,0.111,622,226.49,1907
425,2,0.0077,2.6,14710,3663,0.161,383,276.59,1488
426,2,0.0077,2.6,14710,4301,0.189,287,295.07,1546
427,2,0.0077,2.6,14710,4636,0.186,243,303.12,1511
428,2,0.0077,2.6,14710,4749,0.195,226,306.15,1523
429,2,0.0077,2.6,14710,4999,0.147,362,280.73,1907
430,2,0.0077,2.6,14710,5137,0.214,167,316.27,1500
431,2,0.0077,2.6,14710,5357,0.229,137,321.16,1500
432,2,0.0077,2.6,14710,5495,0.163,287,295.07,1884
433,2,0.0077,2.6,14710,5495,0.232,124,323.22,1523
